FN3_3,FN3_6,FN3_10,FN1_1_to_assets,FN1_2_to_assets,FN1_3_to_assets,FN1_4_to_assets,FN1_5_to_assets,FN1_6_to_assets,FN1_7_to_assets,FN1_8_to_assets,FN1_9_to_assets,FN1_10_to_assets,FN1_11_to_assets,FN1_11_2_to_assets,FN1_11_3_to_assets,FN1_11_4_to_assets,FN1_14_to_assets,FN1_15_to_assets,FN1_16_to_assets,FN1_17_to_assets,FN1_18_to_assets,FN1_19_to_assets,FN1_20_to_assets,FN1_21_to_assets,FN1_21_1_to_assets,FN1_22_to_assets,FN1_22_1_to_assets,FN1_22_2_to_assets,FN1_23_to_assets,FN1_24_to_assets,FN3_10_1_to_assets,FN3_11_to_assets,FN3_11_1_to_assets,FN2_2_to_revenue,FN2_2_1_to_revenue,FN2_3_to_revenue,FN2_3_1_to_revenue,FN2_3_2_to_revenue,FN2_3_3_to_revenue,FN2_3_4_to_revenue,FN2_3_5_to_revenue,FN2_4_to_revenue,FN2_5_to_revenue,FN2_5_1_to_revenue,FN2_7_to_revenue,FN2_8_to_revenue,FN2_9_to_revenue,FN2_10_to_revenue,FN3_1_to_revenue,FN3_2_to_revenue,FN3_2_1_to_revenue,FN3_2_2_to_revenue,FN3_4_1_to_revenue,FN3_4_2_to_revenue,FN3_7_to_revenue,FN3_8_to_revenue,asset_growth_rate,revenue_growth_rate,operating_income_growth,net_income_growth,equity_growth_rate,PERF_12M
100.0,0.0,97.25,0.5458289699952172,0.4541710300040951,0.3610285810938878,0.1848003889013294,0.4266680785198458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0247876547165476,0.0,0.3489565463127941,0.0,0.3489565463127941,0.3737442010293417,0.0008900103929524,0.0,0.0010825084442886,0.3211771832558387,0.0,0.0,0.3211771832558387,0.3211771832558387,0.972497048515063,0.5210413152786696,0.0657825163491492,0.7034813976675333,0.2965186023314022,0.3884163456549977,-0.0918977433235954,-0.1025972906258654,0.0,0.0,0.0,0.0119374674686587,-0.0918977433235954,-0.1025972906258654,0.0673479662663376,0.0152776166364386,-0.0398273936936963,-0.0398454888294045,0.0,0.0,0.0,0.0,0.0122110233437764,0.0,-0.0503374742809042,-0.0930047398610368,0.0130959985454991,-0.0641865811615261,0.1042868406844805,0.6930079220530679,0.1456991976999293,0
3.27,117.44,97.01,0.8057533900537761,0.1942466099446836,0.8057533900537761,0.0,0.1643799325991073,0.0,0.0,0.0,0.0,0.0,0.0082849186448277,0.0,0.0,0.0,0.7550997147475016,0.4448396000313517,0.4080095248063802,0.0,-0.0268000714668159,0.7282996432806856,0.1601843352039575,0.0,0.1601843352039575,0.1881257200591016,0.0,0.0,0.1881257200591016,0.3483100552630591,0.9701333226528834,0.0506536753062745,-0.0788153136223241,0.0,0.9999999999982786,0.9125979453831188,0.08740205461516,0.1552666730928101,0.0,0.0,0.0,0.0171671234008269,0.08740205461516,0.1552666730928101,0.0292441852458287,0.0173186030818931,0.0993276367790955,0.0900357354336966,0.0,0.0,0.0,0.0,0.0168073591582948,0.0,0.0908551027994635,0.082972995303987,0.1200662463014723,0.523107376478316,-0.4370842572013627,-0.0535429936296043,0.7949835297789818,0
100.0,0.0,97.42,0.8669158704132262,0.1330841295858219,0.8612055064691492,0.0057103639440769,0.1073146725606424,0.0,0.0,0.0,0.0,0.0,0.3187475845890434,0.0,0.0,0.0210100271668056,0.1722409109166355,0.0,0.2124257290968578,0.0662655419181394,0.2124257290968578,0.3846666400134933,0.0008900103929524,0.0,0.0010825084442886,0.5401810106358597,0.0,0.0,0.5401810106358597,0.5401810106358597,0.9742305429738686,0.6946749594965906,0.0583325242302018,0.7270191672773689,0.2729808327218686,0.1698192764652469,0.1031615562566216,0.0626348640417484,0.0,0.0,0.0,0.0085169263426865,0.1031615562566216,0.0626348640417484,0.0010697625477877,0.0089782280828231,0.0952530907215862,0.0887750418220818,0.0,0.0,0.0,0.0,0.008340792950998,0.0,0.0816732824706241,0.1031158073237155,0.0107448878078901,0.1460817118003091,0.6470308962013119,0.0151537609750097,0.2218877642195496,0
100.0,11.15,98.2,0.5012104328607287,0.4987895671387616,0.0145853337328961,0.4866250991278326,0.4807559013059012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0231740556584942,0.0,0.6194353216027765,0.0,0.6194353216027765,0.6426093772612708,0.1574836859132334,0.0,0.1574836859132334,0.0186636005765132,-0.0010967795860364,0.0,0.0186636005765132,0.1750505069037101,0.98196633416663,0.4780363772022345,0.6074074413841606,0.8201193480154002,0.1798806519834055,0.1964274412064773,-0.0165467892230717,0.0881782887877014,0.0,0.0,0.0,0.0451991502095872,-0.0165467892230717,0.0881782887877014,0.0059948673426544,0.0442437928641443,-0.0547957147445615,-0.0615536737668885,0.0,0.0,0.0,0.0,0.0474334922012419,0.0,-0.106234542616573,-0.0174615438813333,-0.29993121007462,0.1144066668794457,-1.187651512057481,0.0906460604761538,0.1882567842457818,0
4.38,115.74,97.34,0.9506028630653162,0.0493971369329085,0.6360791177879469,0.3145237452773693,0.0227689095918021,0.0,0.0,0.0,0.0,0.0,0.3114739256392346,0.0,0.0,0.0,0.1930493225775537,0.171372170306737,0.433280313573236,0.0,0.251127261623663,0.4441765842012167,0.2574061976306959,0.0,0.2574061976306959,0.2979183827074553,0.0,0.0,0.2979183827074553,0.5553245803381512,0.9733717726571184,0.7575535404877625,0.4020951089264881,0.715612086659039,0.2843879133401357,0.1828258711229068,0.1015620422172288,0.2887223803583208,0.0,0.0,0.0,0.0035669395378134,0.1015620422172288,0.2887223803583208,0.0021069867283752,0.0054420174253452,0.0982270115202588,0.085251670610147,0.0,0.0,0.0,0.0,0.0036469934793146,0.0,0.0818423630602378,0.0903264302626261,-0.071756489986007,-0.6858835914970692,-0.6482363366091692,0.2252745949253282,0.0716644627303969,0
4.14,117.71,98.26,0.9371103686207736,0.062889631377988,0.6631343390778592,0.2739760295429143,0.0454579229071108,0.0,0.0,0.0,0.0,0.0,0.4734994934941021,0.0,0.0032037389751463,0.0013548088282992,0.5593874381722225,0.1272566731144414,0.2040758197581603,0.2742088486103002,0.0694481940422226,0.6288356322144452,0.1770910991286906,0.0,0.1770910991286906,0.2084572764624771,0.0,0.0,0.2084572764624771,0.3855483755911678,0.9825682915278844,0.377722930448551,0.0451334622919239,0.8322203093939791,0.1677796906056179,0.1054678208141233,0.0623118697914945,0.0455282160034973,0.0,0.0,0.0,0.001925147057044,0.0623118697914945,0.0455282160034973,0.000377772312555,0.0026270697850678,0.0600625723189817,0.0529913358302915,0.0,0.0,0.0,0.0,0.0017872621788222,0.0,0.0511847213878592,0.0558361185809727,0.2169796676223477,0.3497659991291088,0.3686429045794231,-0.7730512618609999,0.837621518242714,0
100.0,11.77,96.92,0.9692290950425988,0.0307709049566853,0.6571993751310826,0.312029719911516,0.0,0.0,0.0,0.0,0.0,0.0,0.1597982207571448,0.0,0.0,0.0,0.3993430576454034,0.0,0.3091810128193185,0.0284412510541945,0.3091810128193185,0.7085240704647219,0.2584526917022665,0.0,0.2584526917022665,0.0304107894333439,0.0,0.0,0.0304107894333439,0.2888634811356104,0.9692290950425988,0.5698860373971953,0.3230816152073828,0.7373710216690926,0.262628978329801,0.2217431519502234,0.0408858263795775,0.0788408048379693,0.0,0.0,0.0,0.0116083263076941,0.0408858263795775,0.0788408048379693,0.0014692963530897,0.011872755395336,0.0304823673373313,0.0290451565220725,0.0,0.0,0.0,0.0,0.0114014299085767,0.0,0.0172653385466609,0.0374095243152642,0.3683104069149861,-0.1978198703848883,-0.4814128741565078,-0.3092851316781307,0.6650311153634595,0
2.49,635.11,96.67,0.9137088000939708,0.0862911999059803,0.2959062914175561,0.6178025086764148,0.0529669554495827,0.0,0.0,0.0,0.0,0.114657768644755,0.1521361845955223,0.0,0.0011984726196809,0.0270530657829538,0.6216417498529607,0.4281632134546534,0.4631314595670583,0.1188205295914627,0.0598824894594945,0.6815242393124553,0.0398238244761012,0.0,0.0398238244761012,0.2529259896183656,0.0,0.0,0.2529259896183656,0.2927498140944669,0.9666757555435536,0.2920670502410102,0.3508252487146518,0.7781828623903283,0.2218171376096366,0.1141773373126354,0.1076398002970011,0.1103872756246627,0.0060049637852312,0.0917319378591326,0.0,0.0079648417199536,0.1076398002970011,0.1103872756246627,0.0022536519734596,0.0121565506260969,0.0977369016443639,0.0917319378591326,-0.0383700147897107,-0.0614614214890531,0.0012796609889122,0.0218117457104301,0.0078751644406074,0.0,0.0789431764917108,0.1076659854994476,0.0254402709011371,0.0551685443914712,-0.0248894205615025,0.2076476628047603,0.0381164324471501,0
100.0,450.56,99.59,0.3732713534899408,0.6267286465095996,0.0809295689449541,0.2923417845449867,0.6226174946424381,0.0,0.0,0.0,0.0,0.0,0.020397178455422,0.0,0.0008779405261939,0.0008797791450969,0.18951288550084,0.0,0.5541018208759759,0.0058017619484921,0.5586606764460239,0.7481735619468639,0.0174668795787276,0.0,0.0174668795787276,0.0786984049061345,0.0,0.0,0.0786984049061345,0.0961652844848621,0.9958888481323788,0.1837584679891008,0.5274450643652089,0.8133075620593948,0.1866924379402182,0.1347169714907667,0.0519754664494514,0.1184993407498192,0.0,0.0,0.0,0.0003619488409506,0.0519754664494514,0.1184993407498192,0.0054636854985853,0.0,0.0574391519480367,0.0553468166696001,0.0,0.0,0.0,0.0,0.0003619488409506,0.0,0.0550313211558303,0.0514791900707362,0.0948974980195658,0.3449776248205196,-0.5613860286412771,0.4057715943129072,0.0642155167148339,0
100.0,0.0,96.95,0.3657253596173404,0.6342746403825416,0.3529502000886244,0.012775159528716,0.6037596585423336,0.0,0.0,0.0,0.0,0.0,0.0556689350029487,0.0,0.002240252012716,0.0,0.1275422612302438,0.0,0.4108919554243055,0.1093160381393778,0.4108774412816895,0.5384197025119334,0.0008900103929524,0.0,0.0010825084442886,0.4893554104062049,0.0,0.0,0.4893554104062049,0.4893554104062049,0.969485018159674,0.2381830983870966,0.2467597766615363,0.8145190358115102,0.185480964188382,0.1430812525408971,0.0423997116474849,0.0295165980436206,0.0,0.0,0.0,0.006665566457346,0.0423997116474849,0.0295165980436206,0.00574022722195,0.0071501038125046,0.0409898350569303,0.037514696089075,0.0,0.0,0.0,0.0,0.0069518937783801,0.0,0.0303778421864602,0.0694912530127311,0.2024304595346659,-0.0815010019000995,0.4364701374046588,-0.3384647531479238,0.2533722408010828,0
100.0,0.0,97.28,0.9451813336096324,0.0548186663891579,0.7565515522651197,0.1886297813445125,0.0275853558803341,0.0,0.0,0.0,0.0,0.0,0.436716517581174,0.0,0.0,0.0,0.223378232223858,0.0,0.1727502365113722,0.0959039339556883,0.1798419546137544,0.4032201868376124,0.0008900103929524,0.0,0.0010825084442886,0.3257750442169884,0.0,0.0,0.3257750442169884,0.3257750442169884,0.9727666894899664,0.7218031013857742,0.1561254684863063,0.854350528075638,0.1456494719239788,0.0920293623803825,0.0536201095435962,0.0429485943716446,0.0,0.0,0.0,0.0008021649639022,0.0536201095435962,0.0429485943716446,0.0004978558471615,0.0055572823586158,0.0485606830321419,0.0466758061604404,0.0,0.0,0.0,0.0,0.0007895173557757,0.0,0.0459652405402422,0.0626037439219379,-0.1303966351968969,0.5672734480818555,0.2484718144559796,0.1261674465043538,0.056268141523275,0
100.0,-0.85,97.03,0.1908849642992089,0.809115035700329,0.0608027956115419,0.130082168687667,0.7794551015887151,0.0,0.0,0.0,0.0,0.0,0.0137483866406155,0.0,0.0,0.0293276733474512,0.0108204253030154,0.0,0.7253502023829773,0.0,0.725216189001048,0.7360366143040635,0.2772690660606132,0.0,0.2772690660606132,-0.0023664914788273,0.0,0.0,-0.0023664914788273,0.2749025745817859,0.970340065887924,0.1800645389961935,0.5926141066180002,0.6736243419826591,0.3263756580145183,0.3535486966697614,-0.0271730386552431,-0.444613799623341,0.0,0.0,0.0,0.0328831308126709,-0.0271730386552431,-0.444613799623341,0.0582327786949539,0.0330722440971729,-0.0020125040574621,-0.0026645215010438,0.0,0.0,0.0,0.0,0.0328859533990067,0.0,-0.0230746432955866,-0.0189536672452433,0.3371787147661675,-0.1189394994426454,0.938883951238326,0.994505750331782,0.2602354047761828,0
100.0,1.92,99.05,0.1869574248398501,0.8130425751599175,0.0792070282331742,0.1077503966066758,0.8035254083862211,0.0,0.0,0.0,0.0,0.0,0.0684412589927564,0.0,0.0,0.002734657802998,0.1878259168421956,0.0,0.7172377772179266,0.1127071671732995,0.7172377772179266,0.9050636940601222,0.0697024078928986,0.0,0.0697024078928986,0.0013408419864997,0.0,0.0,0.0013408419864997,0.0710432498793983,0.9904828332260712,-0.0008684920023455,0.7292179947451983,0.8459883661203224,0.1540116338793773,0.1547625555606487,-0.0007509216812713,0.0015129570034255,0.0,0.0,0.0,0.0301266774839347,-0.0007509216812713,0.0015129570034255,0.0034040781655393,0.0304549804429865,-0.0278018239587185,-0.0278510844210099,0.0,0.0,0.0,0.0,0.0274074398917148,0.0,-0.0552390003490118,0.0014150368161877,0.2024176797369991,-0.1572544134610386,-1.496327178579248,0.407963375620731,0.1526088824885119,0
100.0,412.71,99.06,0.293015210260806,0.706984789739079,0.155012903945523,0.1380023063152829,0.6975583549815275,0.0,0.0,0.0,0.0,0.0,0.1090996052701143,0.0,0.0005296459862312,0.0,0.0873328785960535,0.0,0.472582088521598,0.0595253154122203,0.4736973322500896,0.5610302108461432,0.0346969821782702,0.0,0.0346969821782702,0.1434898293609145,-0.0002919371911092,0.0,0.1434898293609145,0.1778948743480755,0.9905735652423336,0.2056823316647525,0.4640465160150741,0.8399971230974496,0.1600028769023206,0.089757055706414,0.0702458211959066,0.0945914925033727,0.0,0.0,0.0,0.0126923784836167,0.0702458211959066,0.0945914925033727,0.0035377626753161,0.0212789669254987,0.052504616945724,0.0496026680741621,0.0,0.0,0.0,0.0,0.0132254786009676,0.0,0.0370892917420178,0.067110181453937,0.3697980601078898,1.0228387865666833,-0.2573769655504578,1.616589291971823,0.249818587167151,0
1.07,6.97,83.62,0.5210181842144483,0.4789818157822543,0.5210181842144483,0.0,0.3152084672822091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0207725406794903,0.3339664012386568,0.3297228679284181,0.2983101703008777,0.0,0.2700100565465815,0.6039764577852383,0.2670755230220186,0.0,0.2670755230220186,0.018622747580597,0.0,0.0,0.018622747580597,0.2856982706026157,0.8362266514966575,0.1870517829757915,0.2498046391999281,0.0,0.9999999999963796,0.923463181518632,0.0765368184777476,0.2217543986669258,0.0,0.0,0.0,0.0038737238432992,0.0765368184777476,0.2217543986669258,0.055310983998062,0.0046412280066445,0.1272065744691651,0.0929729925418399,0.0,0.0,0.0,0.0,0.0039026862645575,0.0,0.1031713851274231,0.0483744841066962,-0.0291089641395069,-0.1847829294921205,-0.6548577212437782,-0.4419842683837733,-0.0614079746952196,0
100.0,-0.45,97.24,0.6341764190285171,0.3658235809703577,0.4613331623078232,0.1728432567206938,0.3382176720569488,0.0,0.0,0.0,0.0,0.0,0.0847473837113494,0.0,0.0,0.0,0.1499855416371029,0.0,0.6619826072077335,0.0186169704047794,0.6619826072077335,0.8119681488448365,0.1102661126355848,0.0,0.1102661126355848,0.0005051988221773,-0.0009980208357935,0.0,0.0005051988221773,0.1097732906219686,0.972394091085466,0.4841908773914141,0.5981013975660465,0.8377431656825155,0.1622568343171318,0.1390315840264981,0.0232252502906337,0.0561831241463959,0.0,0.0,0.0,0.0041226000880376,0.0232252502906337,0.0561831241463959,0.0042026676975503,0.0053825185954358,0.0220453993927481,0.0207272819621358,0.0,0.0,0.0,0.0,0.0040841535266416,0.0,0.0169231887084153,0.0206853081932723,0.2437258079409514,0.198322494583359,-0.5866151866115038,0.7644197567703221,0.2155138044426453,0
100.0,1.41,98.96,0.1448208369987571,0.8551791630010385,0.1381878652508195,0.0066329717479375,0.8448047716843226,0.0,0.0,0.0,0.0,0.0,0.1137436515437185,0.0,0.0,0.005468951838394,0.0645864469247667,0.0,0.7774808851373405,0.0385696310782404,0.7774808851373405,0.8420673320621073,0.1500246907120102,0.0,0.1500246907120102,0.0021209893944394,0.0,0.0,0.0021209893944394,0.1521456801064496,0.9896256086830796,0.0802343900739903,0.7929444655195038,0.8527124821716892,0.1472875178278306,0.3249619431330405,-0.17767442530521,-0.0749343308954168,0.0,0.0,0.0,0.0227188690027311,-0.17767442530521,-0.0749343308954168,0.0068065366570431,0.0223615906569684,-0.1932294793051353,-0.1954682315201159,0.0,0.0,0.0,0.0,0.0222319331927803,0.0,-0.2184761886467033,-0.1785969141522665,0.0088071400661656,0.1739281417815988,-1.3710684165916596,0.1622106138440974,0.0947267951631482,0
